Company,Item,Calories,"Calories from
Fat","Total Fat
(g)","Saturated Fat
(g)","Trans Fat
(g)","Cholesterol
(mg)","Sodium 
(mg)","Carbs
(g)","Fiber
(g)","Sugars
(g)","Protein
(g)","Weight Watchers
Pnts","Iron
(mg)","Potassium
(mg)","Magnesium
(mg)","Calcium
(mg)","Vitamin A
(mg)","Vitamin C
(mg)","Vitamin D
(mg)"
Taco Bell,Power Menu Bowl – Veggie (V),430,160,17,5,0,20,810,57,10,2,12,3.2,670,52,110,0.12,8,0.15
Taco Bell,Breakfast Crunchwrap – Bacon,670,370,41,12,0,140,1270,50,4,3,21,3.2,480,42,220,0.14,3,0.4
Taco Bell,Breakfast Crunchwrap – Sausage,720,430,47,15,0,145,1210,51,4,3,21,3.4,460,40,210,0.12,3,0.38
Taco Bell,Breakfast Crunchwrap – Steak,660,350,38,12,0,145,1300,51,4,3,24,3.3,490,43,215,0.14,3,0.4
Taco Bell,Breakfast Salsa Packet (V),0,0,0,0,0,0,50,<1,0,0,0,0,8,2,2,0,1,0
Taco Bell,Cheesy Toasted Breakfast Burrito – Bacon,350,150,16,4.5,0,115,870,36,2,3,13,1.8,280,28,140,0.08,1,0.25
Taco Bell,Cheesy Toasted Breakfast Burrito – Fiesta Potato (V),340,130,14,3.5,0,100,750,43,3,3,10,2.2,420,34,120,0.1,3,0.2
Taco Bell,Cheesy Toasted Breakfast Burrito – Sausage,340,160,17,5,0,110,730,36,2,3,11,1.9,260,26,130,0.07,1,0.22
Taco Bell,Cinnabon® Delights™ (2 Pack) (V),160,80,9,2,0,5,80,17,0,10,2,0.6,65,12,40,0.02,0,0.15
Taco Bell,Cinnabon® Delights™ (12 Pack – Serves 4) (V),930,480,53,13,2,40,480,104,3,59,9,3.6,390,72,240,0.12,0,0.9
Taco Bell,Grande Toasted Breakfast Burrito – Bacon,560,270,30,10,0,230,1290,49,4,3,24,3.8,520,46,280,0.16,3,0.5
Taco Bell,Grande Toasted Breakfast Burrito – Sausage,560,280,31,10,0,230,1150,49,4,3,22,3.6,490,44,270,0.14,3,0.48
Taco Bell,Grande Toasted Breakfast Burrito – Steak,560,250,28,9,0,240,1310,50,4,3,27,3.7,530,48,275,0.16,3,0.5
Taco Bell,Hash Brown (V),160,100,12,1,0,0,270,13,2,0,1,0.6,350,20,12,0,3,0
Taco Bell,Hash Brown Toasted Breakfast Burrito – Bacon,570,300,33,10,0,135,1270,49,4,2,21,3.4,560,42,180,0.12,4,0.35
Taco Bell,Hash Brown Toasted Breakfast Burrito – Sausage,570,300,34,10,0,130,1130,49,4,2,18,3.2,530,40,170,0.1,4,0.32
Taco Bell,Hash Brown Toasted Breakfast Burrito – Steak,570,270,30,9,0,140,1290,50,4,2,24,3.5,570,43,185,0.12,4,0.36
Taco Bell,7-Up (16 fl oz),190,,,,,70,46,,,46,,0,10,3,5,0,0,0
Taco Bell,Brisk® Mango Iced Tea (16 fl oz),100,,,,,50,26,,,26,,0,16,4,5,0,3,0
Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (16 fl oz),0,,,,,60,0,,,0,,0,16,4,5,0,0,0
Taco Bell,Diet Dr Pepper® (16 fl oz),0,,,,,95,0,,,0,,0,11,3,5,0,0,0
Taco Bell,Diet Mtn Dew® (16 fl oz),5,,,,,75,1,,,1,,0,12,3,5,0,0,0
Taco Bell,Diet Pepsi® (16 fl oz),0,,,,,75,0,,,0,,0,11,3,5,0,0,0
Taco Bell,Dr Pepper® (16 fl oz),190,,,,,60,52,,,51,,0,12,3,5,0,0,0
Taco Bell,G2 – Fruit Punch (16 fl oz),30,,,,,140,7,,,6,,0,50,8,5,0,20,0
Taco Bell,Mtn Dew® (16 fl oz),220,,,,,70,59,,,58,,0,13,3,5,0,0,0
Taco Bell,Mtn Dew® Baja Blast™ (16 fl oz),220,,,,,65,59,,,59,,0,13,3,5,0,0,0
Taco Bell,Mtn Dew® Baja Blast Zero Sugar (16 fl oz),5,,,,,70,0,,,0,,0,13,3,5,0,0,0
Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (16 fl oz),70,,,,,75,18,,,18,,0,90,12,5,0.02,30,0
Taco Bell,Mug® Root Beer (16 fl oz),190,,,,,60,52,,,52,,0,12,3,5,0,0,0
Taco Bell,Pepsi® (16 fl oz),200,,,,,45,55,,,55,,0,12,3,5,0,0,0
Taco Bell,Pepsi® Wild Cherry (16 fl oz),210,,,,,40,56,,,56,,0,13,3,5,0,0,0
Taco Bell,Pepsi® Zero Sugar (16 fl oz),0,,,,,85,0,,,0,,0,11,3,5,0,0,0
Taco Bell,Sierra Mist® (16 fl oz),200,,,,,45,54,,,54,,0,12,3,5,0,0,0
Taco Bell,Tropicana® Pink Lemonade (16 fl oz),210,,,,,210,53,,,53,,0,67,8,11,0,16,0
Taco Bell,7-Up (20 fl oz),240,,,,,85,58,,,58,,0,13,4,6,0,0,0
Taco Bell,Brisk® Mango Iced Tea (20 fl oz),120,,,,,60,32,,,32,,0,20,5,6,0,4,0
Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),0,,,,,75,0,,,0,,0,20,5,6,0,0,0
Taco Bell,Diet Dr Pepper® (20 fl oz),0,,,,,120,0,,,0,,0,14,4,6,0,0,0
Taco Bell,Diet Mtn Dew® (20 fl oz),10,,,,,90,1,,,1,,0,15,4,6,0,0,0
Taco Bell,Diet Pepsi® (20 fl oz),0,,,,,95,0,,,0,,0,14,4,6,0,0,0
Taco Bell,Dr Pepper® (20 fl oz),240,,,,,75,65,,,64,,0,15,4,6,0,0,0
Taco Bell,G2 – Fruit Punch (20 fl oz),35,,,,,180,9,,,8,,0,63,10,6,0,25,0
Taco Bell,Mtn Dew® (20 fl oz),270,,,,,85,73,,,73,,0,16,4,6,0,0,0
Taco Bell,Mtn Dew® Baja Blast™ (20 fl oz),280,,,,,80,74,,,73,,0,16,4,6,0,0,0
Taco Bell,Mtn Dew® Baja Blast Zero Sugar (20 fl oz),10,,,,,85,0,,,0,,0,16,4,6,0,0,0
Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (20 fl oz),90,,,,,90,23,,,22,,0,113,15,6,0.03,38,0
Taco Bell,Mug® Root Beer (20 fl oz),240,,,,,75,65,,,65,,0,15,4,6,0,0,0
Taco Bell,Pepsi® (20 fl oz),250,,,,,55,69,,,69,,0,15,4,6,0,0,0
Taco Bell,Pepsi® Wild Cherry (20 fl oz),260,,,,,50,70,,,70,,0,16,4,6,0,0,0
Taco Bell,Pepsi® Zero Sugar (20 fl oz),0,,,,,105,0,,,0,,0,13,4,6,0,0,0
Taco Bell,Sierra Mist® (20 fl oz),260,,,,,55,68,,,68,,0,15,4,6,0,0,0
Taco Bell,Tropicana® Pink Lemonade (20 fl oz),260,,,,,260,67,,,67,,0,83,10,13,0,20,0
Taco Bell, , ,,,,, , ,,, ,,0,0,0,0,0,0,0
Taco Bell,FOUNTAIN BEVERAGES (30 OZ), ,,,,, , ,,, ,,0,0,0,0,0,0,0
Taco Bell,7-Up (30 fl oz),350,,,,,125,87,,,87,,0,19,6,9,0,0,0
Taco Bell,Brisk® Mango Iced Tea (30 fl oz),180,,,,,90,48,,,48,,0,30,8,9,0,6,0
Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),0,,,,,115,0,,,0,,0,30,8,9,0,0,0
Taco Bell,Diet Dr Pepper® (30 fl oz),0,,,,,180,1,,,0,,0,20,6,9,0,0,0
Taco Bell,Diet Mtn Dew® (30 fl oz),10,,,,,140,1,,,1,,0,22,6,9,0,0,0
Taco Bell,Diet Pepsi® (30 fl oz),0,,,,,140,0,,,0,,0,20,6,9,0,0,0
Taco Bell,Dr Pepper® (30 fl oz),360,,,,,110,98,,,96,,0,22,6,9,0,0,0
Taco Bell,G2 – Fruit Punch (30 fl oz),50,,,,,270,13,,,12,,0,95,15,9,0,38,0
Taco Bell,Mtn Dew® (30 fl oz),410,,,,,125,110,,,109,,0,24,6,9,0,0,0
Taco Bell,Mtn Dew® Baja Blast™ (30 fl oz),420,,,,,120,110,,,110,,0,24,6,9,0,0,0
Taco Bell,Mtn Dew® Baja Blast Zero Sugar (30 fl oz),15,,,,,125,0,,,0,,0,24,6,9,0,0,0
Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (30 fl oz),130,,,,,140,34,,,33,,0,170,22,9,0.04,57,0
Taco Bell,Mug® Root Beer (30 fl oz),360,,,,,110,98,,,98,,0,22,6,9,0,0,0
Taco Bell,Pepsi® (30 fl oz),380,,,,,80,104,,,103,,0,22,6,9,0,0,0
Taco Bell,Pepsi® Wild Cherry (30 fl oz),390,,,,,80,105,,,105,,0,24,6,9,0,0,0
Taco Bell,Pepsi® Zero Sugar (30 fl oz),0,,,,,160,<1,,,0,,0,19,6,9,0,0,0
Taco Bell,Sierra Mist® (30 fl oz),380,,,,,80,101,,,101,,0,22,6,9,0,0,0
Taco Bell,Tropicana® Pink Lemonade (30 fl oz),390,,,,,390,100,,,100,,0,125,15,20,0,30,0
Pizza Hut,Detroit Double Cheesy Pizza Slice,280,,12,6,0,30,560,31,2,2,13,
Pizza Hut,Detroit Double Pepperoni Pizza Slice,330,,17,7,0,40,720,30,2,2,14,
Pizza Hut,Detroit Meaty Pizza Slice,320,,16,6,0,35,640,31,2,2,14,
Pizza Hut,Detroit Supremo Pizza Slice,290,,13,6,0,30,570,31,2,2,13,
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Personal Pan,180,,6,2,0,15,370,25,1,8,8,
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Medium,270,,10,4,0,25,450,33,2,6,11,
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Large,380,,16,6,0,35,650,43,2,7,16,
Pizza Hut,Pan Pizza Slices Beyond Meat® Pepperoni Medium,240,,10,4.5,0,15,470,29,2,1,10,
Pizza Hut,Pan Pizza Slices Beyond Meat® Pepperoni Large,350,,16,6,0,25,680,38,3,2,14,
Pizza Hut,Pan Pizza Slices Buffalo Chicken Personal Pan,160,,5,2,0,15,570,22,1,2,7,
Pizza Hut,Pan Pizza Slices Buffalo Chicken Medium,240,,9,3.5,0,20,680,31,2,2,11,
Pizza Hut,Pan Pizza Slices Buffalo Chicken Large,350,,14,5,0,30,850,40,2,2,15,
Pizza Hut,Pan Pizza Slices Cheese Personal Pan,150,,6,2.5,0,15,310,17,1,2,7,
Pizza Hut,Pan Pizza Slices Cheese Medium,250,,10,4.5,0,25,450,28,2,1,11,
Pizza Hut,Pan Pizza Slices Cheese Large,360,,17,7,0,35,660,37,2,2,16,
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Personal Pan,180,,8,3,0,20,350,17,1,2,9,
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Medium,270,,13,4.5,0,30,470,27,2,1,12,
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Large,390,,20,7,0,40,680,35,2,2,18,
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Personal Pan,150,,5,2,0,15,330,18,1,3,8,
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Medium,240,,9,3.5,0,20,480,29,2,2,12,
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Large,350,,15,5,0,30,690,38,2,3,17,
Pizza Hut,Pan Pizza Slices Meat Lover’s® Personal Pan,210,,12,4.5,0,25,460,18,1,2,9,
Pizza Hut,Pan Pizza Slices Meat Lover’s® Medium,320,,17,6,0,35,640,28,2,1,13,
Pizza Hut,Pan Pizza Slices Meat Lover’s® Large,470,,27,10,0,50,940,37,2,2,19,
Pizza Hut,Pan Pizza Slices Pepperoni Personal Pan,150,,7,2.5,0,15,310,17,1,2,6,
Pizza Hut,Pan Pizza Slices Pepperoni Medium,250,,11,4.5,0,25,470,28,2,1,10,
Pizza Hut,Pan Pizza Slices Pepperoni Large,370,,18,6,0,35,680,36,2,2,15,
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Personal Pan,180,,9,3.5,0,20,370,17,1,2,8,
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Medium,300,,15,6,0,35,580,28,2,1,13,
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Large,440,,24,9,0.5,50,850,37,3,2,19,
Pizza Hut,Pan Pizza Slices Supreme Personal Pan,170,,8,3,0,15,360,18,1,2,7,
Pizza Hut,Pan Pizza Slices Supreme Medium,270,,13,5,0,25,500,29,2,2,11,
Pizza Hut,Pan Pizza Slices Supreme Large,390,,20,7,0,40,740,37,2,2,16,
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Personal Pan,170,,8,3.5,0,15,330,17,1,2,8,
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Medium,270,,13,5,0,25,470,27,2,1,12,
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Large,390,,20,8,0,40,670,36,2,2,17,
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Personal Pan,140,,5,2,0,10,290,18,1,2,6,
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Medium,230,,9,3.5,0,15,420,29,2,2,9,
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Large,330,,15,5,0,25,620,38,3,3,14,
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Small,140,,4,2,0,15,250,20,1,4,6,
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Medium,220,,7,3,0,20,390,31,2,6,10,
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Large,300,,10,4.5,0,30,530,40,2,7,14,
Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Medium,200,,7,3.5,0,15,410,26,2,1,9,
Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Large,280,,10,5,0,20,560,35,3,2,12,
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Small,130,,3.5,1.5,0,10,380,19,<1,<1,6,
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Medium,200,,5,2.5,0,20,560,28,2,1,9,
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Large,270,,8,4,0,30,740,37,2,2,13,
Pizza Hut,Hand Tossed Slices Cheese Small,130,,4.5,2,0,10,250,17,1,<1,6,
Pizza Hut,Hand Tossed Slices Cheese Medium,210,,8,3.5,0,20,390,26,2,1,10,
Pizza Hut,Hand Tossed Slices Cheese Large,290,,10,5,0,30,540,34,3,2,13,
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Small,150,,6,2.5,0,15,270,16,1,<1,7,
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Medium,230,,9,4,0,25,410,25,2,1,11,
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Large,310,,13,5,0,35,560,33,2,1,16,
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Small,130,,4,1.5,0,10,270,17,1,1,7,
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Medium,210,,6,3,0,20,420,27,2,2,10,
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Large,280,,9,4,0,30,580,36,3,3,15,
Pizza Hut,Hand Tossed Slices Meat Lover’s® Small,180,,9,3.5,0,20,370,17,1,<1,7,
Pizza Hut,Hand Tossed Slices Meat Lover’s® Medium,290,,15,6,0,30,590,26,2,1,12,
Pizza Hut,Hand Tossed Slices Meat Lover’s® Large,390,,21,8,0,45,830,34,3,2,17,
Pizza Hut,Hand Tossed Slices Pepperoni Small,130,,5,2,0,10,260,16,1,<1,6,
Pizza Hut,Hand Tossed Slices Pepperoni Medium,220,,9,4,0,20,420,25,2,1,9,
Pizza Hut,Hand Tossed Slices Pepperoni Large,300,,13,6,0,30,590,34,3,2,13,
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Small,160,,7,3,0,20,310,17,1,<1,7,
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Medium,270,,13,6,0,35,530,26,2,1,12,
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Large,370,,18,8,0,50,740,35,3,2,17,
Pizza Hut,Hand Tossed Slices Supreme Small,150,,6,2.5,0,15,280,17,1,1,6,
Pizza Hut,Hand Tossed Slices Supreme Medium,240,,10,4,0,25,450,26,2,2,10,
Pizza Hut,Hand Tossed Slices Supreme Large,320,,14,6,0,35,630,35,3,2,14,
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Small,150,,6,2.5,0,15,250,16,1,<1,6,
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Medium,230,,10,4.5,0,25,390,25,2,1,11,
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Large,310,,13,6,0,35,540,33,2,1,15,
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Small,120,,4,1.5,0,10,230,17,1,1,5,
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Medium,200,,6,2.5,0,15,370,27,2,2,8,
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Large,260,,9,4,0,20,510,36,3,3,11,
